,pivot,s1,s2,s3,s4,r1,r2,r3,r4
29,11848.027032146667,11825.637510072607,11811.805239890726,11789.415717816666,11767.026195742606,11870.416554220727,11884.248824402608,11906.638346476668,11929.027868550727
30,11878.83547417,11855.95886552326,11841.825672746741,11818.949064100001,11796.07245545326,11901.71208281674,11915.84527559326,11938.72188424,11961.59849288674
31,11956.937603963333,11927.750079974814,11909.717997091853,11880.530473103334,11851.342949114814,11986.125127951853,12004.157210834814,12033.344734823333,12062.532258811852
32,12020.124115033332,11979.384648217352,11954.215762959311,11913.476296143332,11872.736829327352,12060.863581849311,12086.032467107352,12126.771933923332,12167.511400739311
33,12022.307943666667,12001.650639052366,11988.888534630967,11968.231230016667,11947.573925402367,12042.965248280967,12055.727352702366,12076.384657316667,12097.041961930967
34,12019.046578959998,12006.490847046698,11998.7339027233,11986.178170809999,11973.622438896698,12031.602310873299,12039.359255196698,12051.914987109998,12064.470719023298
35,11991.802168116667,11969.926239495966,11956.411267887366,11934.535339266666,11912.659410645965,12013.678096737367,12027.193068345967,12049.068996966667,12070.944925587368
36,11974.594182293333,11966.333567857493,11961.230151609172,11952.969537173332,11944.708922737493,11982.854796729172,11987.958212977494,11996.218827413333,12004.479441849173
37,12003.42664762,11991.815177144259,11984.641598525739,11973.030128049999,11961.418657574259,12015.03811809574,12022.21169671426,12033.82316719,12045.43463766574
38,11995.802831829998,11984.356625494738,11977.28514723526,11965.8389409,11954.392734564739,12007.249038165259,12014.320516424737,12025.766722759998,12037.212929095258
39,11992.246571990001,11986.652405395062,11983.19632341494,11977.602156820001,11972.007990225062,11997.84073858494,12001.296820565061,12006.89098716,12012.48515375494
40,11981.292695303333,11971.138866593074,11964.865820583593,11954.711991873333,11944.558163163074,11991.446524013592,11997.719570023073,12007.873398733333,12018.027227443592
41,11973.490780990001,11963.793564279082,11957.802613640923,11948.105396930003,11938.408180219083,11983.187997700921,11989.17894833908,11998.87616505,12008.57338176092
42,12006.367542166665,11988.401953726805,11977.302794376525,11959.337205936665,11941.371617496805,12024.333130606525,12035.432289956805,12053.397878396665,12071.363466836525
43,12015.355754839999,12007.224478231557,12002.200967028439,11994.069690419998,11985.938413811557,12023.48703144844,12028.510542651558,12036.64181926,12044.77309586844
44,12029.82540786,12013.49217034104,12003.40147909896,11987.06824158,11970.73500406104,12046.15864537896,12056.24933662104,12072.58257414,12088.91581165896
45,12006.963289713334,11981.967886563054,11966.525700323615,11941.530297173334,11916.534894023054,12031.958692863614,12047.400879103054,12072.396282253334,12097.391685403614
46,11974.714032086667,11961.857983710866,11953.915503562468,11941.059455186667,11928.203406810866,11987.570080462468,11995.512560610867,12008.368608986668,12021.224657362469
47,11998.105154686666,11984.745554598465,11976.491979674865,11963.132379586665,11949.772779498464,12011.464754774866,12019.718329698466,12033.077929786667,12046.437529874867
48,11934.288364976666,11880.946803705765,11847.992331297566,11794.650770026665,11741.309208755763,11987.629926247568,12020.584398655767,12073.925959926668,12127.26752119757
49,11931.678177926668,11918.196349802707,11909.867262270627,11896.385434146667,11882.903606022706,11945.160006050628,11953.489093582708,11966.970921706668,11980.452749830629
50,11909.955953536666,11890.881236084426,11879.096855668906,11860.022138216666,11840.947420764425,11929.030670988906,11940.815051404426,11959.889768856667,11978.964486308907
51,11897.950079069999,11883.209439164439,11874.102656395558,11859.362016489998,11844.621376584439,11912.690718975558,11921.797501744439,11936.538141649999,11951.278781555558
52,11901.149239220002,11887.516417455621,11879.094045894382,11865.461224130002,11851.828402365622,11914.782060984382,11923.20443254562,11936.837254310001,11950.470076074382
53,11877.069692953335,11866.432870796574,11859.861430930096,11849.224608773335,11838.587786616574,11887.706515110096,11894.277954976575,11904.914777133336,11915.551599290096
54,11888.997559873334,11874.132397559795,11864.948684716874,11850.083522403334,11835.218360089795,11903.862722186874,11913.046435029795,11927.911597343335,11942.776759656874
55,11847.285426126668,11832.855764288328,11823.941104095007,11809.511442256668,11795.081780418328,11861.715087965007,11870.629748158328,11885.059409996667,11899.489071835007
56,11848.044659823334,11837.891804265713,11831.619359470955,11821.466503913334,11811.313648355714,11858.197515380954,11864.469960175713,11874.622815733333,11884.775671290954
57,11866.63607765,11846.76894666722,11834.49501234278,11814.62788136,11794.76075037722,11886.503208632781,11898.77714295722,11918.64427394,11938.511404922781
58,11882.512953456666,11875.598612403166,11871.326925260166,11864.412584206666,11857.498243153166,11889.427294510166,11893.698981653166,11900.613322706666,11907.527663760166
59,11890.399530243332,11877.445779526752,11869.442938769913,11856.489188053332,11843.535437336752,11903.353280959913,11911.356121716752,11924.309872433332,11937.263623149913
60,11870.986256546666,11861.897215304907,11856.281996108426,11847.192954866667,11838.103913624907,11880.075297788426,11885.690516984907,11894.779558226666,11903.868599468426
61,11816.127120736666,11791.264660848206,11775.904607095126,11751.042147206666,11726.179687318207,11840.989580625126,11856.349634378206,11881.212094266666,11906.074554155126
62,11784.734264813334,11768.254959517215,11758.074027449455,11741.594722153335,11725.115416857216,11801.213570109454,11811.394502177214,11827.873807473334,11844.353112769453
63,11782.11841274,11769.791318129239,11762.17562617076,11749.84853156,11737.521436949239,11794.44550735076,11802.061199309239,11814.38829392,11826.71538853076
64,11752.579856056667,11721.332941020866,11702.028564192467,11670.781649156666,11639.534734120865,11783.826771092468,11803.131147920867,11834.378062956668,11865.62497799247
65,11709.66835287,11682.41019640372,11665.57007879628,11638.31192233,11611.05376586372,11736.92650933628,11753.76662694372,11781.02478341,11808.282939876279
66,11711.179526513333,11695.821010588594,11686.332503368072,11670.973987443333,11655.615471518593,11726.538042438073,11736.026549658594,11751.385065583334,11766.743581508073
67,11731.927621473335,11724.420131482215,11719.781996304453,11712.274506313333,11704.767016322214,11739.435111464454,11744.073246642216,11751.580736633336,11759.088226624455
68,11738.138952773334,11726.711936433454,11719.652313773213,11708.225297433333,11696.798281093454,11749.565969113213,11756.625591773454,11768.052608113334,11779.479624453214
69,11653.396774596666,11595.131999999765,11559.135961243566,11500.871186646666,11442.606412049765,11711.661549193566,11747.657587949765,11805.922362546666,11864.187137143566
70,11581.322296280001,11534.53407321976,11505.628260020241,11458.84003696,11412.05181389976,11628.110519340242,11657.01633253976,11703.804555600002,11750.592778660242
71,11359.197929566666,11201.614585827167,11104.259431056167,10946.676087316668,10789.092743577168,11516.781273306166,11614.136428077165,11771.719771816664,11929.303115556164
72,11374.088572053335,11328.553858034054,11300.422464032616,11254.887750013335,11209.353035994054,11419.623286072616,11447.754680074055,11493.289394093335,11538.824108112616
73,11416.392125386667,11377.752443386667,11353.880807386666,11315.241125386667,11276.601443386668,11455.031807386666,11478.903443386667,11517.543125386666,11556.182807386665
74,11423.495659330001,11407.977902537641,11398.391016142361,11382.87325935,11367.35550255764,11439.013416122361,11448.600302517641,11464.118059310002,11479.635816102362
75,11430.472638243335,11419.600870076954,11412.884280319713,11402.012512153333,11391.140743986953,11441.344406409715,11448.060996166956,11458.932764333336,11469.804532499717
76,11363.321130273334,11321.381260755454,11295.470765451215,11253.530895933334,11211.591026415454,11405.260999791215,11431.171495095454,11473.111364613334,11515.051234131215
77,11344.19331484,11318.8842101726,11303.248218807401,11277.939114140001,11252.630009472601,11369.5024195074,11385.1384108726,11410.44751554,11435.7566202074
78,11272.450669583333,11218.885765514613,11185.793311692054,11132.228407623334,11078.663503554613,11326.015573652054,11359.108027474613,11412.672931543333,11466.237835612053
79,11314.92216573,11282.97824471202,11263.24325685798,11231.29933584,11199.35541482202,11346.866086747981,11366.60107460202,11398.544995620001,11430.488916637982
80,11341.186299980001,11327.487295879042,11319.024036800962,11305.325032700002,11291.626028599043,11354.88530408096,11363.348563159041,11377.04756726,11390.74657136096
81,11299.260972183334,11259.976375432514,11235.706310424153,11196.421713673333,11157.137116922513,11338.545568934154,11362.815633942515,11402.100230693335,11441.384827444155
82,11293.77111856,11268.62984805268,11253.09754480732,11227.9562743,11202.81500379268,11318.91238906732,11334.44469231268,11359.58596282,11384.72723332732
83,11329.168200416665,11314.480604672024,11305.406592641306,11290.718996896665,11276.031401152024,11343.855796161306,11352.929808192024,11367.617403936665,11382.304999681306
84,11355.76928849,11344.57726171538,11337.662815854621,11326.47078908,11315.27876230538,11366.961315264622,11373.87576112538,11385.067787900001,11396.259814674622
85,11361.587377090002,11344.931694272562,11334.641795987442,11317.986113170002,11301.330430352562,11378.243059907441,11388.532958192562,11405.188641010001,11421.844323827441
86,11397.442882126668,11383.997756860668,11375.691344392668,11362.246219126668,11348.801093860668,11410.888007392668,11419.194419860669,11432.639545126669,11446.084670392669
87,11402.662068886668,11386.773503280909,11376.957530812428,11361.068965206669,11345.18039960091,11418.550634492427,11428.366606960908,11444.255172566667,11460.143738172426
88,11386.603672113333,11369.172103553074,11358.402862243593,11340.971293683333,11323.539725123073,11404.035240673593,11414.804481983074,11432.236050543333,11449.667619103593
89,11352.282976883333,11324.976648792192,11308.106770704473,11280.800442613332,11253.494114522191,11379.589304974474,11396.459183062192,11423.765511153333,11451.071839244474
90,11367.897547513334,11354.296096654734,11345.893106071933,11332.291655213334,11318.690204354734,11381.498998371933,11389.901988954734,11403.503439813334,11417.104890671933
91,11372.306590393333,11366.400914097952,11362.752381098713,11356.846704803333,11350.941028507952,11378.212266688713,11381.860799687953,11387.766475983333,11393.672152278714
92,11374.425078876666,11371.645938484005,11369.928982639327,11367.149842246667,11364.370701854006,11377.204219269326,11378.921175114005,11381.700315506665,11384.479455899325
93,11418.251000246668,11399.107110444527,11387.279995278808,11368.136105476668,11348.992215674527,11437.394890048809,11449.222005214528,11468.365895016668,11487.509784818809
94,11435.883965343333,11424.705699518974,11417.799755187692,11406.621489363333,11395.443223538974,11447.062231167693,11453.968175498974,11465.146441323333,11476.324707147693
95,11425.040071540001,11419.327078252581,11415.79758501742,11410.084591730001,11404.371598442582,11430.75306482742,11434.282558062581,11439.99555135,11445.70854463742
96,11411.607649273332,11402.121511212032,11396.260965184632,11386.774827123332,11377.288689062032,11421.093787334632,11426.954333362031,11436.440471423331,11445.926609484632
97,11408.816033846664,11388.902235619964,11376.599470223364,11356.685671996664,11336.771873769963,11428.729832073364,11441.032597469964,11460.946395696665,11480.860193923365
98,11437.392898043334,11429.873968859754,11425.228766536913,11417.709837353334,11410.190908169754,11444.911827226913,11449.557029549755,11457.075958733334,11464.594887916914
99,11406.15708526,11392.61587233284,11384.25009680716,11370.708883880001,11357.167670952842,11419.698298187159,11428.06407371284,11441.605286639999,11455.146499567158
100,11429.89360107,11415.21255987236,11406.14259724764,11391.46155605,11376.78051485236,11444.57464226764,11453.644604892359,11468.32564609,11483.00668728764
101,11427.7260045,11414.29204238562,11405.99252652438,11392.55856441,11379.124602295618,11441.159966614381,11449.45948247562,11462.893444590001,11476.327406704382
102,11430.4360619,11419.28298433434,11412.39260133566,11401.23952377,11390.086446204341,11441.58913946566,11448.47952246434,11459.63260003,11470.785677595659
103,11405.526952323335,11384.161087372855,11370.961233633814,11349.595368683335,11328.229503732855,11426.892817273814,11440.092671012855,11461.458535963335,11482.824400913814
104,11362.526834533333,11348.171082158133,11339.302083308534,11324.946330933333,11310.590578558133,11376.882586908534,11385.751585758133,11400.107338133334,11414.463090508534
105,11355.584036553331,11337.34070606321,11326.069957383452,11307.826626893331,11289.58329640321,11373.827367043452,11385.09811572321,11403.341446213331,11421.584776703452
106,11310.437099210001,11284.18520168876,11267.96675191124,11241.71485439,11215.46295686876,11336.688996731242,11352.907446508761,11379.159344030002,11405.411241551243
107,11319.394767743332,11294.813771677651,11279.627606569013,11255.046610503332,11230.465614437651,11343.975763809012,11359.16192891765,11383.742924983331,11408.323921049012
108,11302.84066289,11285.226398039458,11274.34428677054,11256.730021919999,11239.115757069458,11320.45492774054,11331.337039009459,11348.95130386,11366.56556871054
109,11293.54618077,11272.901164068118,11260.14665113188,11239.501634429998,11218.856617728117,11314.19119747188,11326.94571040812,11347.59072711,11368.235743811882
110,11294.091029593334,11271.829618461994,11258.076495354673,11235.815084223334,11213.553673091994,11316.352440724673,11330.105563831994,11352.366974963334,11374.628386094673
111,11316.534905583334,11286.788786348774,11268.411602737893,11238.665483503333,11208.919364268773,11346.281024817894,11364.658208428775,11394.404327663335,11424.150446897895
112,11396.212983056665,11361.507999505704,11340.067224327624,11305.362240776663,11270.657257225703,11430.917966607625,11452.358741785705,11487.063725336666,11521.768708887626
113,11413.11036036,11378.59696549014,11357.27455399986,11322.76115913,11288.247764260139,11447.62375522986,11468.946166720141,11503.459561590002,11537.972956459862
114,11386.39706386,11372.012463524761,11363.12564237524,11348.741042040001,11334.356441704762,11400.78166419524,11409.66848534476,11424.05308568,11438.437686015239
115,11382.162995346667,11364.165765220327,11353.047057603007,11335.049827476667,11317.052597350326,11400.160225473008,11411.278933090327,11429.276163216668,11447.273393343008
116,11368.58083249667,11354.409241160189,11345.65401719315,11331.48242585667,11317.310834520189,11382.75242383315,11391.507647800188,11405.679239136669,11419.85083047315
117,11320.8852584,11296.936805396299,11282.1414260537,11258.19297305,11234.244520046299,11344.8337114037,11359.629090746299,11383.57754375,11407.5259967537
118,11268.547517333334,11241.126833305814,11224.186306000855,11196.765621973334,11169.344937945814,11295.968201360854,11312.908728665814,11340.329412693334,11367.750096720854
119,11242.422999496666,11212.701726260266,11194.339892533068,11164.618619296667,11134.897346060266,11272.144272733067,11290.506106460265,11320.227379696666,11349.948652933066
120,11227.493227906665,11196.499691709845,11177.351852593485,11146.358316396665,11115.364780199845,11258.486764103485,11277.634603219845,11308.628139416665,11339.621675613485
121,10902.55007021,10669.995609534059,10526.32322021594,10293.768759539998,10061.214298864057,11135.104530885941,11278.77692020406,11511.331380880001,11743.885841555943
122,10811.220493436667,10768.801045200848,10742.594265662488,10700.174817426669,10657.755369190849,10853.639941672487,10879.846721210846,10922.266169446666,10964.685617682486
123,10823.669478106667,10799.319565522546,10784.276164030787,10759.926251446666,10735.576338862546,10848.019390690788,10863.062792182547,10887.412704766668,10911.762617350789
124,10887.019883363333,10844.840497744453,10818.782029142212,10776.602643523333,10734.423257904453,10929.199268982213,10955.257737584454,10997.437123203334,11039.616508822213
125,10878.855892806665,10851.640344234565,10834.826549828764,10807.611001256664,10780.395452684565,10906.071441378765,10922.885235784566,10950.100784356666,10977.316332928765
126,10854.508273739999,10836.50924539068,10825.389426829319,10807.39039848,10789.391370130681,10872.507302089318,10883.627120650679,10901.626148999998,10919.625177349317
127,10733.955160093334,10660.481845388393,10615.089954628274,10541.616639923333,10468.143325218392,10807.428474798275,10852.820365558393,10926.293680263334,10999.766994968275
128,10641.873979583333,10524.333154126614,10451.716309080053,10334.175483623334,10216.634658166615,10759.414805040053,10832.031650086614,10949.572475543333,11067.113301000052
129,10695.13269783,10651.58773338536,10624.68560875464,10581.14064431,10537.59567986536,10738.67766227464,10765.57978690536,10809.12475135,10852.66971579464
130,10630.347083493334,10588.836921260214,10563.191899566455,10521.681737333334,10480.171575100214,10671.857245726454,10697.502267420214,10739.012429653334,10780.522591886454
131,10698.417714486668,10627.611837556527,10583.86789264681,10513.062015716669,10442.256138786528,10769.223591416809,10812.967536326527,10883.773413256667,10954.579290186808
132,10725.61176582,10694.06397034454,10674.57370926546,10643.02591379,10611.478118314539,10757.15956129546,10776.64982237454,10808.19761785,10839.745413325461
133,10689.967424696668,10657.567174745169,10637.550266398168,10605.150016446669,10572.74976649517,10722.367674648167,10742.384582995168,10774.784832946667,10807.185082898166
134,10674.048374526668,10645.499247639347,10627.861567153988,10599.312440266667,10570.763313379346,10702.59750141399,10720.235181899348,10748.78430878667,10777.33343567399
135,10673.776598563332,10638.915560242493,10617.378374264172,10582.517335943332,10547.656297622492,10708.637636884172,10730.174822862493,10765.035861183333,10799.896899504172
136,10691.942913736666,10672.120478522545,10659.874157290786,10640.051722076665,10620.229286862545,10711.765348950787,10724.011670182546,10743.834105396667,10763.656540610787
137,10724.872275520001,10705.423585282062,10693.408164087941,10673.959473850002,10654.510783612062,10744.320965757941,10756.336386952062,10775.785077190001,10795.23376742794
138,10763.230015663334,10734.058844009935,10716.036863616733,10686.865691963334,10657.694520309935,10792.401187316733,10810.423167709934,10839.594339363333,10868.765511016732
139,10750.860592796666,10725.706613527525,10710.166458795806,10685.012479526666,10659.858500257526,10776.014572065806,10791.554726797525,10816.708706066665,10841.862685335806
140,10728.760939646665,10715.576272993725,10707.430772129606,10694.246105476666,10681.061438823726,10741.945606299605,10750.091107163724,10763.275773816664,10776.460440469604
141,10698.43073516,10665.91820986568,10645.83193769432,10613.3194124,10580.80688710568,10730.94326045432,10751.02953262568,10783.54205792,10816.05458321432
142,10677.69950445,10660.83160217814,10650.410594491861,10633.54269222,10616.67478994814,10694.56740672186,10704.988414408139,10721.85631668,10738.72421895186
143,10335.78071076,10130.1456233869,10003.1040510831,9797.46896371,9591.8338763369,10541.4157981331,10668.4573704369,10874.09245781,11079.727545183101
144,10152.255592383333,10046.543862512033,9981.235045104633,9875.523315233333,9769.811585362033,10257.967322254633,10323.276139662034,10428.987869533334,10534.699599404634
145,10241.812491296667,10150.577421560287,10094.212299943047,10002.977230206667,9911.742160470287,10333.047561033047,10389.412682650287,10480.647752386667,10571.882822123047
146,10330.72101441,10311.723383797582,10299.98662771242,10280.988997100001,10261.991366487582,10349.71864502242,10361.455401107582,10380.45303172,10399.45066233242
147,10274.730347616665,10241.263277001666,10220.587285731664,10187.120215116665,10153.653144501666,10308.197418231664,10328.873409501666,10362.340480116665,10395.807550731664
148,10279.977713086666,10258.161485908966,10244.683397914367,10222.867170736667,10201.050943558967,10301.793940264366,10315.272028258965,10337.088255436665,10358.904482614365
149,10216.89568589,10176.64111083132,10151.771792208681,10111.517217150002,10071.262642091322,10257.15026094868,10282.019579571319,10322.274154629999,10362.528729688678
150,10248.899518496668,10213.210248270128,10191.161379753208,10155.472109526669,10119.78283930013,10284.588788723207,10306.637657240128,10342.326927466667,10378.016197693207
151,10276.965417993333,10255.661988562993,10242.500707553672,10221.197278123333,10199.893848692993,10298.268847423673,10311.430128432994,10332.733557863334,10354.036987293674
152,10276.440747403334,10262.311378736955,10253.582239979714,10239.452871313335,10225.323502646956,10290.570116069714,10299.299254826954,10313.428623493333,10327.557992159713
153,10302.922201913332,10281.627008643653,10268.470815943012,10247.175622673332,10225.880429403653,10324.217395183012,10337.373587883652,10358.668781153332,10379.963974423012
154,10276.349106846666,10258.621329301826,10247.669089771505,10229.941312226665,10212.213534681825,10294.076884391507,10305.029123921828,10322.756901466668,10340.484679011508
155,10277.416841693333,10265.415622679933,10258.001257006734,10246.000037993334,10233.998818979933,10289.418060706734,10296.832426379933,10308.833645393333,10320.834864406734
156,10285.034692596668,10262.388448637368,10248.397575405967,10225.751331446667,10203.105087487367,10307.680936555967,10321.671809787369,10344.318053746669,10366.964297705968
157,10290.603823893332,10278.368917132473,10270.810178924192,10258.575272163333,10246.340365402473,10302.838730654192,10310.397468862473,10322.632375623332,10334.867282384192
158,10261.284493913334,10242.622463888654,10231.093042198014,10212.431012173334,10193.768982148655,10279.946523938013,10291.475945628654,10310.137975653333,10328.800005678013
159,10253.449270203333,10230.679852739173,10216.612882787493,10193.843465323333,10171.074047859172,10276.218687667493,10290.285657619173,10313.055075083334,10335.824492547494
160,10257.838780266668,10182.926863023868,10136.646202109467,10061.734284866667,9986.822367623867,10332.750697509467,10379.031358423868,10453.943275666668,10528.855192909468
161,10381.61185838,10334.15321408514,10304.83321394486,10257.37456965,10209.915925355139,10429.07050267486,10458.39050281514,10505.84914711,10553.30779140486
162,10418.796871196668,10394.121157711468,10378.876476081867,10354.200762596667,10329.525049111468,10443.472584681867,10458.717266311469,10483.392979796668,10508.068693281868
163,10442.557205193332,10418.529092598912,10403.684499477753,10379.656386883333,10355.628274288913,10466.585317787753,10481.429910908912,10505.458023503332,10529.486136097752
164,10502.8750638,10463.89683422742,10439.81604318258,10400.83781361,10361.85958403742,10541.85329337258,10565.93408441742,10604.91231399,10643.89054356258
165,10505.396960066666,10486.848635833465,10475.389461699866,10456.841137466665,10438.292813233464,10523.945284299867,10535.404458433466,10553.952782666667,10572.501106899868
166,10488.696153053332,10464.276962530692,10449.19076105597,10424.77157053333,10400.35238001069,10513.115343575972,10528.201545050693,10552.620735573333,10577.039926095973
167,10444.344847710001,10410.66257073292,10389.853624747082,10356.171347770001,10322.48907079292,10478.027124687082,10498.83607067292,10532.51834765,10566.200624627081
168,10413.034383606668,10390.083346458108,10375.904171675227,10352.953134526668,10330.002097378108,10435.985420755227,10450.164595538108,10473.115632686668,10496.066669835227
169,10433.448796816667,10407.474794493306,10391.428028660028,10365.454026336667,10339.480024013306,10459.422799140028,10475.469564973306,10501.443567296667,10527.417569620027
170,10451.79246913,10420.1937006174,10400.6719483426,10369.07317983,10337.4744113174,10483.3912376426,10502.912989917399,10534.511758429999,10566.110526942599
171,10451.155158103335,10426.634746802174,10411.486011024494,10386.965599723333,10362.445188422173,10475.675569404495,10490.824305182176,10515.344716483336,10539.865127784497
172,10425.351377373334,10379.136443552034,10350.584809044634,10304.369875223334,10258.154941402034,10471.566311194634,10500.117945702033,10546.332879523334,10592.547813344634
173,10351.479938246666,10300.965076456287,10269.756941947047,10219.242080156668,10168.727218366288,10401.994800037046,10433.202934546285,10483.717796336665,10534.232658127044
174,10224.066693293333,10043.827092266733,9932.474878019933,9752.235276993333,9571.995675966733,10404.306294319933,10515.658508566732,10695.898109593332,10876.137710619932
175,10261.451049493333,10178.082700416513,10126.577647060152,10043.209297983332,9959.840948906512,10344.819398570153,10396.324451926514,10479.692801003333,10563.061150080153
176,10382.706369256666,10299.864254070506,10248.684308562826,10165.842193376666,10083.000078190506,10465.548484442827,10516.728429950506,10599.570545136667,10682.412660322827
177,10391.85012753,10341.16047807938,10309.84435957062,10259.15471012,10208.46506066938,10442.53977698062,10473.855895489382,10524.545544940001,10575.235194390621
178,10444.29394233,10412.9814013941,10393.6364808159,10362.32393988,10331.0113989441,10475.6064832659,10494.9514038441,10526.26394478,10557.5764857159
179,10412.086218983333,10392.566497873813,10380.507193732852,10360.987472623332,10341.467751513812,10431.605940092853,10443.665244233815,10463.184965343335,10482.704686452855
180,10431.969045556665,10414.984767191085,10404.491862232244,10387.507583866663,10370.523305501083,10448.953323922246,10459.446228881086,10476.430507246667,10493.414785612247
181,10390.407853916668,10363.387128412029,10346.693695901307,10319.672970396668,10292.65224489203,10417.428579421306,10434.122011932028,10461.142737436667,10488.163462941306
182,10480.977381383333,10429.381460448632,10397.505446468032,10345.909525533332,10294.313604598632,10532.573302318033,10564.449316298633,10616.045237233333,10667.641158168033
183,10514.071797566665,10484.193463082065,10465.734596751265,10435.856262266665,10405.977927782065,10543.950132051265,10562.408998382065,10592.287332866665,10622.165667351264
184,10563.036470600002,10516.116177407703,10487.128771142301,10440.208477950002,10393.288184757703,10609.956763792301,10638.944170057703,10685.864463250002,10732.784756442301
185,10568.188446683334,10546.711470026974,10533.442971359695,10511.965994703334,10490.489018046974,10589.665423339695,10602.933922006974,10624.410898663335,10645.887875319695
186,10582.312676813332,10567.684355508272,10558.64696328839,10544.018641983332,10529.390320678272,10596.94099811839,10605.978390338272,10620.606711643331,10635.23503294839
187,10581.332055453333,10551.190767735234,10532.569448621432,10502.428160903333,10472.286873185234,10611.473343171432,10630.094662285233,10660.235950003333,10690.377237721432
188,10570.32458015,10551.54444351048,10539.94205542952,10521.16191879,10502.38178215048,10589.10471678952,10600.70710487048,10619.48724151,10638.26737814952
189,10562.631669063334,10549.212264816155,10540.921742820514,10527.502338573335,10514.082934326156,10576.051073310513,10584.341595306154,10597.760999553333,10611.180403800512
